X,Sinus,Kosinus,Logarithmus,Wurzel,Exponential
0.0,50.0,100.0,0.0,0.0,5.0
1.0101010101010102,55.041921012905235,99.88667571713468,6.981849745899025,10.05037815259212,5.050760987532676
2.0202020202020203,60.03244282613427,99.54721656426219,11.053237232560967,14.213381090374028,5.102037310636413
3.0303030303030303,64.92069022238206,98.983161299985,13.938415667552736,17.407765595569785,5.1538342010997065
4.040404040404041,69.6568306074165,98.1970667706359,16.174862456169286,20.10075630518424,5.206156943825207
5.050505050505051,74.19258202189673,97.19249632016704,18.001417479808595,22.473328748774737,5.25901087736894
6.0606060606060606,78.48170534544828,95.97400363761388,19.545308920992202,24.618298195866547,5.312401394485008
7.070707070707071,82.48047567528533,94.54711211535351,20.882410956316846,26.590801173915523,5.366333942675814
8.080808080808081,86.14812807397303,92.9182898117254,22.0616318433703,28.426762180748057,5.420814024747884
9.090909090909092,89.44727314221288,91.0949201315085,23.116349285139638,30.151134457776365,5.475847199373321
10.101010101010102,92.34427818014916,89.08526835715918,24.070361042690315,31.78208630818641,5.531439081656968
11.111111111111112,94.80961005149781,86.89844418252288,24.94123304892924,33.333333333333336,5.587595343709318
12.121212121212121,96.81813625521423,84.54436041885337,25.742301665360095,34.81553119113957,5.644321715225253
13.131313131313131,98.349381135465,82.03368806032356,26.483931245308913,36.23715376697393,5.701623984068646
14.141414141414142,99.3877346180042,79.37780791271503,27.17433647968008,37.60507165451775,5.75950799686291
15.151515151515152,99.92261134501948,76.58875900455196,27.820138626993646,38.92494720807615,5.817979659587532
16.161616161616163,99.94855858616785,73.67918401453011,28.42675271537342,40.20151261036848,5.87704493818067
17.171717171717173,99.46531182571701,70.66227196261694,28.998663838159434,41.438770700537404,5.936709859147864
18.181818181818183,98.47779745911619,67.5516984246025,29.539628606776958,42.640143271122085,5.996980510176929
19.191919191919194,96.99608257150656,64.36156354110662,30.0528248436581,43.80858271151807,6.05786304075909
20.202020202020204,95.03527231014777,61.10632810204589,30.540964696860428,44.946657497549474,6.119363662816416
21.212121212121215,92.61535589698374,57.80074799628792,31.00638140420171,46.05661864718384,6.181488651335645
22.222222222222225,89.76100285115245,54.45980732363025,31.45109674628592,47.14045207910317,6.24424434500841
23.232323232323235,86.5013114988223,51.098650472305856,31.876874127051046,48.19992036541475,6.307637146878003
24.242424242424242,82.86951233413878,47.73251346990574,32.285260807003624,49.236596391733094,6.371673524992668
25.252525252525253,78.90262925532866,44.37665491890279,32.677621845069005,50.2518907629606,6.436360013065556
26.262626262626263,74.64110212944617,41.046286829844625,33.05516762883415,51.24707431905382,6.501703211141364
27.272727272727273,70.12837453347481,37.75650566574605,33.418976393808634,52.22329678670935,6.567709786269747
28.282828282828284,65.41045087450385,34.52222391025526,33.770012787870655,53.181602347831046,6.634386473185562
29.292929292929294,60.53542740385962,31.358102469793305,34.10914328614419,54.122942725732585,6.701740074996029
30.303030303030305,55.55300190620649,28.278484216085715,34.43714907653158,55.04818825631803,6.769777463874852
31.313131313131315,50.513967062026715,25.297328970336526,34.754736898149275,55.95813731096784,6.8385055817634015
32.323232323232325,45.46969264832959,22.428150223759136,35.06254821093991,56.85352436149611,6.9079314410790085
33.333333333333336,40.47160185622573,19.683953881308234,35.36116699561526,57.73502691896258,6.978062125430448
34.343434343434346,35.570647063978356,17.077179306285842,35.651126422330975,58.603271532768844,7.048904790340692
35.35353535353536,30.816790409694384,14.619642933064206,35.93291457944441,59.45883900105631,7.120466663976995
36.36363636363637,26.258494458888006,12.322484703527763,36.20697941697864,60.30226891555273,7.192755047888389
37.37373737373738,21.942228159239896,10.196117570036108,36.473733030530354,61.1340636419152,7.265777317750683
38.38383838383839,17.911993119030598,8.250180293809706,36.73355538848008,61.95469181897234,7.339540924118992
39.3939393939394,14.208875038540477,6.493493752701724,36.98679758712228,62.76459144608479,7.414053393187947
40.40404040404041,10.870624867289884,4.9340209564117785,37.233784703697474,63.56417261637282,7.48932232755959
41.41414141414142,7.931273956956474,3.5788309503913567,37.474818305496036,64.35381994422819,7.565355407019081
42.42424242424243,5.420787133242975,2.434066772063595,37.710178663616915,65.13389472789297,7.642160389318273
43.43434343434344,3.3647572234083114,1.504917604610874,37.9401267121413,65.90473688161075,7.719745110967253
44.44444444444445,1.784144153561087,0.7955952545562397,38.16490578706582,66.66666666666667,7.7981174880339035
45.45454545454546,0.6950612754535115,0.3093150597653107,38.38474317405334,67.41998624632421,7.877285516951591
46.46464646464647,0.10861110103936511,0.04828131441190919,38.59985148968226,68.16498108607269,7.957257275335055
47.47474747474748,0.030772119378205787,0.013677276975904817,38.810429917236554,68.90192121758832,8.038040922804573
48.484848484848484,0.46233784971614966,0.2056598065663593,39.01666531503985,69.63106238227914,8.119644701818498
49.494949494949495,1.3989087520583254,0.6233586518837129,39.21873321278981,70.35264706814485,8.202076938514253
50.505050505050505,2.830937077700014,1.2648803960439992,39.41679870920566,71.06690545187014,8.285346043557848
51.515151515151516,4.743824202493165,2.12731703938325,39.611017282491254,71.77405625652734,8.36946051300204
52.525252525252526,7.118069450597417,3.206759181336558,39.80153552358172,72.47430753394787,8.454428929153185
53.535353535353536,9.929468891551515,4.498313741638626,39.98849180083697,73.16785737969477,8.540259961446914
54.54545454545455,13.14936208405436,5.9961261405163455,40.17201686373225,73.85489458759965,8.626962367332679
55.55555555555556,16.744924251058876,7.693406837330954,40.35223439214303,74.53559924999298,8.714544993167289
56.56565656565657,20.67950090763825,9.582462107370944,40.5292614970041,75.2101433090355,8.803016775117511
57.57575757575758,24.91298153030444,11.654728917285503,40.7032091774185,75.87869106393282,8.89238674007185
58.58585858585859,29.4022084584569,13.90081374106905,40.87418273868486,76.54139963827326,8.982664006561555
59.5959595959596,34.10141685946911,16.310535140645214,41.04228217518503,77.19841941125453,9.073857785691015
60.60606060606061,38.96270127224683,18.872969918033494,41.20760252161866,77.8498944161523,9.165977382077564
61.61616161616162,43.93650397314166,21.57650262989242,41.37023417567329,78.49596270902194,9.259032194800852
62.62626262626263,48.97212018563704,24.408878239991015,41.53026319487339,79.13675671030664,9.353031718361839
63.63636363636364,54.01821498351413,27.357257670936498,41.687771570048696,79.77240352174657,9.447985543651537
64.64646464646465,59.02334661799559,30.408276003343758,41.842837477597584,80.40302522073696,9.543903358929581
65.65656565656566,63.93649093387786,33.54810305863171,41.99553551248832,81.02873913406629,9.64079495081272
66.66666666666667,68.707561528561,36.76250609082585,42.14593690373677,81.64965809277261,9.738670205273381
67.67676767676768,73.28792035128262,40.03691430318764,42.2941097139187,82.26589066968623,9.837539108648327
68.68686868686869,77.63087353732033,43.356484897218124,42.440119024115184,82.87754140107481,9.937411748657592
69.6969696969697,81.69214742244532,46.706170354637706,42.584027105549495,83.48471099367218,10.038298315433726
70.70707070707071,85.43033988496092,50.070786647354936,42.725893579047955,84.08749651825218,10.140209102561533
71.71717171717172,88.80734241417906,53.43508206623021,42.86577556334713,84.68599159080073,10.243154508128304
72.72727272727273,91.78872860261296,56.78380635663596,43.00372781317043,85.28028654224417,10.34714503578478
73.73737373737374,94.34410510145395,60.10177984742319,43.139802847909614,85.87046857760457,10.452191295816835
74.74747474747475,96.44742146156258,63.37396225993552,43.274051071668,86.45662192537641,10.558304006228056
75.75757575757576,98.0772357013412,66.58552088516085,43.406520885351945,87.03882797784892,10.665493993833328
76.76767676767678,99.21693289419119,69.72189781997582,43.537258791434596,87.61716542303614,10.773772195363492
77.77777777777779,99.85489454719374,72.76887595770312,43.66630949195908,88.19171036881968,10.883149658581242
78.7878787878788,99.9846170443056,75.71264343384817,43.79371598029829,88.76253645985946,10.99363754340834
79.7979797979798,99.60477794661612,78.53985623488467,43.919519627142314,89.32971498777987,11.105247123064286
80.80808080808082,98.71924947377678,81.23769868628531,44.043760261143994,89.89331499509895,11.217989785216517
81.81818181818183,97.33705902916769,83.79394154560651,44.16647624461588,90.4534033733291,11.331877033142332
82.82828282828284,95.47229717122309,86.19699743729376,44.28770454463858,91.01004495564368,11.446920486902565
83.83838383838385,93.14397396908917,88.43597337792264,44.407480799910374,91.5633026044735,11.563131884527207
84.84848484848486,90.37582520697808,90.50072015378018,44.52583938364036,92.11323729436768,11.680523083213043
85.85858585858587,87.19607041284223,92.38187832695945,44.64281346276307,92.65990819042821,11.799106060533466
86.86868686868688,83.63712517811317,94.07092066142319,44.75843505372951,93.20337272260424,11.918892915660564
87.87878787878789,79.7352707012248,95.56019077672013,44.87273507510971,93.74368665610922,12.039895870599594
88.8888888888889,75.53028392371414,96.84293785413793,44.98574339722272,94.28090415820634,12.162127271436042
89.89898989898991,71.06503202943026,97.91334723797073,45.09748888899359,94.81507786158798,12.285599589595279
90.90909090909092,66.38503544067491,98.7665667931867,45.20799946222101,95.34625892455924,12.410325423115061
91.91919191919193,61.5380037662525,99.398728900017,45.31730211342567,95.87449708822047,12.536317497930902
92.92929292929294,56.573349432147836,99.80696798576518,45.42542296343608,96.3998407308295,12.663588669174533
93.93939393939395,51.541683953057046,99.98943351436608,45.532387294857116,96.92233691951199,12.792151922485518
94.94949494949496,46.494301979967574,99.94529837481258,45.63821958755592,97.44203145947593,12.922020375336196
95.95959595959597,41.48265838359509,99.67476263042626,45.74294355228947,97.95896894087646,13.053207278370083
96.96969696969697,36.557843704480796,99.17905261197605,45.84658216258953,98.47319278346619,13.18572601675384
